,init_cells,cass_time,cass_score,base_score,our_time,our_score
0,1,3.2915971279144287,0.8945541730756222,0.9930555555555556,70.48318386077881,0.8487663417855453
1,1,3.1717190742492676,0.8725391631286338,1.0,70.14116978645325,0.895309060387097
2,1,3.0098159313201904,0.9027430885135052,0.9339550454328073,70.2480058670044,0.7455841456348518
3,10,2.6875219345092773,0.9216499131305673,1.0,71.80347895622253,0.9003612394642235
4,10,2.7628180980682373,0.8867651674186962,1.0,72.63390779495239,0.8219906011796709
5,10,2.6028101444244385,0.8182136405507912,0.950087954036744,72.9212760925293,0.7368922699742402
6,100,2.646304130554199,0.9112027353177796,1.0,72.59569692611694,0.8304615275403129
7,100,2.524484872817993,0.9170327382410914,0.9470647037440931,73.07194781303406,0.790010757793727
8,100,18.064443826675415,0.8300776304431922,0.9905660377358491,72.72208786010742,0.8022878944399079
