,cass,our,base,cass_t,our_t,n_chars
0,0.6076932491002033,0.31614930449015605,0.8501001485725551,3.5845749378204346,95.63286304473877,60
1,0.7902529264999667,0.1510605992505155,0.8501001485725551,1.3597419261932373,79.87342596054077,30
2,0.9467187894317939,0.3203563558767817,0.8501001485725551,4.178045988082886,88.76957416534424,60
3,0.8675951192184065,0.24969270887020337,0.8501001485725551,1.4196128845214844,81.51577496528625,30
4,0.9571860849662741,0.3347614495774005,0.8501001485725551,3.0840158462524414,83.17666888237,50
5,0.9503731014273381,0.3372291003736459,0.8501001485725551,2.877553939819336,84.85543608665466,50
6,0.9118718156116294,0.29399105574031265,0.8501001485725551,0.8032698631286621,72.96933722496033,20
7,0.8353755836076817,0.25923087154657004,0.8501001485725551,0.8493921756744385,78.34620404243469,20
8,0.8081802721088436,0.16096220482260407,0.8501001485725551,1.043978214263916,77.1065149307251,20
9,0.9182506255041432,0.3298549621100785,0.8501001485725551,0.8963139057159424,79.53152775764465,20
10,0.9758078383937299,0.33249643945948015,0.8501001485725551,3.1028451919555664,85.9379460811615,50
11,0.9000437819046558,0.2375447694597633,0.8501001485725551,1.6058611869812012,78.46300792694092,30
12,0.91589104011567,0.31248953623054054,0.8501001485725551,2.69248104095459,90.19434595108032,50
13,0.938826005937162,0.2933338017375718,0.8501001485725551,3.72050404548645,86.66286611557007,60
14,0.8945737603690397,0.2513683917725967,0.8501001485725551,3.8247857093811035,84.20480704307556,60
15,0.8854351304569464,0.25688353535597147,0.8501001485725551,1.3815200328826904,83.92971897125244,30
16,0.9755385295223826,0.27262370692463805,0.8501001485725551,3.4325671195983887,85.93057608604431,50
17,0.8768875395338085,0.1543645034211072,0.8501001485725551,1.342585802078247,91.20821785926819,30
18,0.9457353589437582,0.30292178745538173,0.8501001485725551,4.378591775894165,93.20662784576416,60
19,0.9673483387456474,0.33045105642671796,0.8501001485725551,4.142236232757568,92.62265801429749,60
20,0.9326627218934911,0.5177598863367274,0.8501001485725551,0.6599991321563721,77.78677582740784,10
21,0.9057363134462957,0.31204339131465003,0.8501001485725551,2.8827662467956543,85.71204924583435,50
22,0.9163687623026997,0.3093616848288364,0.8501001485725551,2.8291149139404297,85.37110424041748,50
23,0.7845674920312146,0.26414554798345785,0.8501001485725551,1.638904094696045,80.00910067558289,30
24,0.7937005778588808,0.18925123616670592,0.8501001485725551,0.9386041164398193,77.59204411506653,20
25,0.8679193007770492,0.24237474073185786,0.8501001485725551,0.931854248046875,77.20129203796387,20
26,0.9834136704250435,0.27362851366455204,0.8501001485725551,2.869351863861084,85.32970094680786,50
27,0.9096723813122232,0.3117214932677036,0.8501001485725551,1.402198076248169,79.48473501205444,30
28,0.9365568413371153,0.2863838908252869,0.8501001485725551,2.881730079650879,85.82056188583374,50
29,0.7816516472152459,0.38478509458821186,0.8501001485725551,0.4844789505004883,70.81504106521606,10
30,0.9298796066538002,0.312079328328539,0.8501001485725551,3.606934070587158,86.52615404129028,60
31,0.7436464607328613,0.19996417604912997,0.8501001485725551,1.4616472721099854,79.1592321395874,30
32,0.9315552030899668,0.33203579592663307,0.8501001485725551,4.149856090545654,89.45530605316162,60
33,0.9910036365976179,0.3109984455923345,0.8501001485725551,2.936619997024536,85.8996570110321,50
34,0.9200227730192988,0.32532935905641536,0.8501001485725551,2.420391082763672,82.46306419372559,40
35,0.9655143699306562,0.34349972378102517,0.8501001485725551,3.8345539569854736,89.01408195495605,60
36,0.9290912640706631,0.2285700828958069,0.8501001485725551,1.4621508121490479,80.18187093734741,30
37,0.9773473652783997,0.3416506650047523,0.8501001485725551,3.8280880451202393,85.77478981018066,60
38,0.9714865074378412,0.30080159035944987,0.8501001485725551,3.0732760429382324,85.37334704399109,50
39,0.7938208500541902,0.20592472968850084,0.8501001485725551,1.5346219539642334,80.2504460811615,30
40,0.8929002056783154,0.3248455989226397,0.8501001485725551,2.7683498859405518,86.01273918151855,50
41,0.9144470001181307,0.2597668729431433,0.8501001485725551,0.908616304397583,76.88142895698547,20
42,0.8134391606246023,0.1787000924142036,0.8501001485725551,0.9457840919494629,78.11664009094238,20
43,0.9806294417980542,0.2526300778257859,0.8501001485725551,1.4281511306762695,81.80187678337097,30
44,0.8803749760543642,0.3055668463325454,0.8501001485725551,2.774306058883667,86.67647576332092,50
45,0.9652243670719712,0.3311345868097325,0.8501001485725551,2.9074039459228516,86.60353422164917,50
46,0.9534198759746546,0.3308494169671977,0.8501001485725551,3.826043128967285,88.39608597755432,60
47,0.9152314529573093,0.3025474009466897,0.8501001485725551,3.610229969024658,85.19816708564758,60
48,0.7642447510333689,0.1963714883724037,0.8501001485725551,1.4048728942871094,78.83259010314941,30
49,0.9527122675893209,0.349341086652142,0.8501001485725551,2.120718002319336,81.49628520011902,40
50,0.8091033434650456,0.16167291733840175,0.8501001485725551,1.4469671249389648,79.57793712615967,30
51,0.8349306422376103,0.25557154276578736,0.8501001485725551,3.7330451011657715,88.49114489555359,60
